sched,job_id,node,submit,start,end,wait_ms,ci_cost,policy
themis_base,job-631,med-0,2025-10-19T17:11:05+02:00,2025-10-20T14:17:30.565072351+02:00,2025-10-20T14:18:20.565072351+02:00,75985565,0.000214,themis
themis_base,job-632,small-3,2025-10-19T17:11:05+02:00,2025-10-20T14:17:31.565072351+02:00,2025-10-20T14:18:09.565072351+02:00,75986565,0.000153,themis
themis_base,job-639,small-3,2025-10-19T17:11:12+02:00,2025-10-20T14:17:32.565072351+02:00,2025-10-20T14:18:16.565072351+02:00,75980565,0.000177,themis
themis_base,job-643,small-2,2025-10-19T17:11:19+02:00,2025-10-20T14:17:34.565072351+02:00,2025-10-20T14:18:13.565072351+02:00,75975565,0.000157,themis
themis_base,job-649,small-1,2025-10-19T17:11:31+02:00,2025-10-20T14:17:35.565072351+02:00,2025-10-20T14:18:34.565072351+02:00,75964565,0.000238,themis
themis_base,job-660,small-1,2025-10-19T17:11:40+02:00,2025-10-20T14:17:37.565072351+02:00,2025-10-20T14:18:35.565072351+02:00,75957565,0.000234,themis
themis_base,job-663,small-2,2025-10-19T17:11:42+02:00,2025-10-20T14:17:39.565072351+02:00,2025-10-20T14:18:32.565072351+02:00,75957565,0.000213,themis
themis_base,job-665,med-2,2025-10-19T17:11:42+02:00,2025-10-20T14:17:40.565072351+02:00,2025-10-20T14:18:17.565072351+02:00,75958565,0.000158,themis
themis_base,job-668,small-4,2025-10-19T17:11:44+02:00,2025-10-20T14:17:43.565072351+02:00,2025-10-20T14:18:22.565072351+02:00,75959565,0.000157,themis
themis_base,job-670,small-0,2025-10-19T17:11:45+02:00,2025-10-20T14:17:45.565072351+02:00,2025-10-20T14:18:31.565072351+02:00,75960565,0.000185,themis
themis_base,job-673,small-2,2025-10-19T17:11:47+02:00,2025-10-20T14:17:46.565072351+02:00,2025-10-20T14:18:45.565072351+02:00,75959565,0.000238,themis
themis_base,job-674,small-4,2025-10-19T17:11:48+02:00,2025-10-20T14:17:47.565072351+02:00,2025-10-20T14:18:23.565072351+02:00,75959565,0.000145,themis
themis_base,job-676,med-1,2025-10-19T17:11:50+02:00,2025-10-20T14:17:47.565072351+02:00,2025-10-20T14:18:42.565072351+02:00,75957565,0.000235,themis
themis_base,job-677,gpu-0,2025-10-19T17:11:52+02:00,2025-10-20T14:17:50.565072351+02:00,2025-10-20T14:18:31.565072351+02:00,75958565,0.000126,themis
themis_base,job-684,small-0,2025-10-19T17:12:00+02:00,2025-10-20T14:17:52.565072351+02:00,2025-10-20T14:18:34.565072351+02:00,75952565,0.000169,themis
themis_base,job-687,small-2,2025-10-19T17:12:05+02:00,2025-10-20T14:17:56.565072351+02:00,2025-10-20T14:18:26.565072351+02:00,75951565,0.000121,themis
themis_base,job-688,med-0,2025-10-19T17:12:05+02:00,2025-10-20T14:17:56.565072351+02:00,2025-10-20T14:18:41.565072351+02:00,75951565,0.000192,themis
themis_base,job-689,small-3,2025-10-19T17:12:06+02:00,2025-10-20T14:17:58.565072351+02:00,2025-10-20T14:18:33.565072351+02:00,75952565,0.000141,themis
themis_base,job-31,burst-0,2025-10-19T17:00:28+02:00,2025-10-20T14:17:59.565072351+02:00,2025-10-20T14:20:55.565072351+02:00,76651565,0.00099,themis
themis_base,job-690,small-0,2025-10-19T17:12:06+02:00,2025-10-20T14:18:01.565072351+02:00,2025-10-20T14:18:50.565072351+02:00,75955565,0.000197,themis
themis_base,job-699,med-0,2025-10-19T17:12:17+02:00,2025-10-20T14:18:02.565072351+02:00,2025-10-20T14:18:44.565072351+02:00,75945565,0.000179,themis
themis_base,job-700,burst-0,2025-10-19T17:12:18+02:00,2025-10-20T14:18:05.565072351+02:00,2025-10-20T14:18:38.565072351+02:00,75947565,0.000147,themis
themis_base,job-701,med-1,2025-10-19T17:12:20+02:00,2025-10-20T14:18:06.565072351+02:00,2025-10-20T14:18:37.565072351+02:00,75946565,0.000132,themis
themis_base,job-705,burst-0,2025-10-19T17:12:25+02:00,2025-10-20T14:18:06.565072351+02:00,2025-10-20T14:19:03.565072351+02:00,75941565,0.000254,themis
themis_base,job-711,small-4,2025-10-19T17:12:34+02:00,2025-10-20T14:18:07.565072351+02:00,2025-10-20T14:19:02.565072351+02:00,75933565,0.000222,themis
themis_base,job-718,small-3,2025-10-19T17:12:41+02:00,2025-10-20T14:18:08.565072351+02:00,2025-10-20T14:18:52.565072351+02:00,75927565,0.000177,themis
themis_base,job-720,small-3,2025-10-19T17:12:41+02:00,2025-10-20T14:18:09.565072351+02:00,2025-10-20T14:18:40.565072351+02:00,75928565,0.000125,themis
themis_base,job-721,small-1,2025-10-19T17:12:42+02:00,2025-10-20T14:18:09.565072351+02:00,2025-10-20T14:18:45.565072351+02:00,75927565,0.000145,themis
themis_base,job-725,small-4,2025-10-19T17:12:45+02:00,2025-10-20T14:18:09.565072351+02:00,2025-10-20T14:18:54.565072351+02:00,75924565,0.000181,themis
themis_base,job-732,small-0,2025-10-19T17:12:48+02:00,2025-10-20T14:18:12.565072351+02:00,2025-10-20T14:18:48.565072351+02:00,75924565,0.000145,themis
themis_base,job-733,gpu-0,2025-10-19T17:12:49+02:00,2025-10-20T14:18:13.565072351+02:00,2025-10-20T14:18:45.565072351+02:00,75924565,0.000103,themis
themis_base,job-742,small-2,2025-10-19T17:12:59+02:00,2025-10-20T14:18:13.565072351+02:00,2025-10-20T14:18:52.565072351+02:00,75914565,0.000157,themis
